date,energy,t_max,t_min,precip,snow,snow_depth
2018-01-01,6.504,30,12,0.0,0.0,0
2018-01-02,17.527,46,12,0.0,0.0,0
2018-01-03,11.227,50,20,0.0,0.0,0
2018-01-04,49.748,52,24,0.0,0.0,0
2018-01-05,2.956,62,25,0.0,0.0,0
2018-01-06,32.72,60,30,0.0,0.0,0
2018-01-07,30.612,55,30,0.0,0.0,0
2018-01-08,24.46,56,25,0.0,0.0,0
2018-01-09,45.80200000000001,67,36,0.0,0.0,0
2018-01-10,47.038,59,44,0.01,0.0,0
2018-01-11,60.38,47,20,0.0,0.0,0
2018-01-12,55.01,48,29,0.0,0.0,0
2018-01-13,28.524,52,21,0.0,0.0,0
2018-01-14,13.798,52,22,0.0,0.0,0
2018-01-15,4.099,38,16,0.06,1.7,2
2018-01-16,70.312,36,0,0.0,0.0,1
2018-01-17,44.852,52,14,0.0,0.0,0
2018-01-18,51.591,63,24,0.0,0.0,0
2018-01-19,34.904,69,38,0.0,0.0,0
2018-01-20,30.095,62,31,0.0,0.0,0
2018-01-21,31.312,32,24,0.67,7.1,7
2018-01-22,32.883,48,15,0.0,0.0,5
2018-01-23,92.306,44,19,0.0,0.0,4
2018-01-24,127.912,53,15,0.0,0.0,4
2018-01-25,47.482,53,28,0.0,0.0,4
2018-01-26,67.479,47,28,0.0,0.0,3
2018-01-27,44.806,45,20,0.0,0.0,3
2018-01-28,42.615,50,23,0.0,0.0,2
2018-01-29,45.185,59,23,0.0,0.0,1
2018-01-30,32.351,64,35,0.0,0.0,0
2018-01-31,45.487,59,24,0.0,0.0,0
2018-02-01,104.703,40,22,0.03,0.5,1
2018-02-02,128.53,52,23,0.0,0.0,0
2018-02-03,56.292,58,32,0.0,0.0,0
2018-02-04,24.391,50,15,0.02,0.3,0
2018-02-05,49.065,53,20,0.02,0.0,0
2018-02-06,54.661,49,22,0.0,0.0,0
2018-02-07,89.72800000000001,53,24,0.0,0.0,0
2018-02-08,113.269,60,35,0.0,0.0,0
2018-02-09,85.261,56,24,0.0,0.0,0
2018-02-10,30.805,24,10,0.3,4.1,4
2018-02-11,64.555,46,6,0.04,1.6,2
2018-02-12,115.167,32,15,0.0,0.1,0
2018-02-13,92.738,57,12,0.0,0.0,0
2018-02-14,46.618,63,41,0.0,0.0,0
2018-02-15,100.229,50,29,0.0,0.0,0
2018-02-16,87.573,41,14,0.04,0.6,0
2018-02-17,86.85,56,31,0.0,0.0,0
2018-02-18,88.649,66,36,0.0,0.0,0
2018-02-19,57.752,54,10,0.11,3.2,2
2018-02-20,79.457,15,-6,0.34,5.6,6
2018-02-21,82.2,19,-4,0.0,0.0,4
2018-02-22,130.412,30,7,0.0,0.0,4
2018-02-23,119.732,34,9,0.01,0.1,4
2018-02-24,107.963,37,16,0.13,2.4,4
2018-02-25,139.53900000000002,40,20,0.0,0.0,3
2018-02-26,59.702,52,22,0.0,0.0,2
2018-02-27,54.354,52,22,0.0,0.0,1
2018-02-28,96.746,48,25,0.0,0.0,0
2018-03-01,80.57300000000001,0,0,0.0,0.0,0
2018-03-02,59.693,53,20,0.0,0.0,0
2018-03-03,118.77,69,31,0.0,0.0,0
2018-03-04,106.203,68,30,0.0,0.0,0
2018-03-05,37.125,67,31,0.0,0.0,0
2018-03-06,84.595,45,24,0.0,0.0,0
2018-03-07,75.41499999999999,51,20,0.0,0.0,0
2018-03-08,101.001,52,17,0.0,0.0,0
2018-03-09,58.271,65,25,0.0,0.0,0
2018-03-10,76.535,64,40,0.0,0.0,0
2018-03-11,47.348,57,39,0.0,0.0,0
2018-03-12,44.817,51,19,0.0,0.0,0
2018-03-13,84.037,56,22,0.0,0.0,0
2018-03-14,73.084,57,23,0.0,0.0,0
2018-03-15,114.374,66,30,0.0,0.0,0
2018-03-16,90.393,65,35,0.0,0.0,0
2018-03-17,72.96000000000001,52,31,0.32,0.1,0
2018-03-18,89.713,61,27,0.0,0.0,0
2018-03-19,105.595,54,28,0.25,0.2,0
2018-03-20,57.291,45,27,0.36,0.8,0
2018-03-21,92.561,51,25,0.0,0.0,0
2018-03-22,114.123,60,27,0.0,0.0,0
2018-03-23,159.635,72,38,0.0,0.0,0
2018-03-24,96.665,70,51,0.0,0.0,0
2018-03-25,113.27,64,31,0.0,0.0,0
2018-03-26,76.658,62,31,0.0,0.0,0
2018-03-27,35.686,56,35,0.1,0.0,0
2018-03-28,87.76,47,26,0.61,3.0,0
2018-03-29,53.177,47,29,0.39,1.5,1
2018-03-30,87.954,47,24,0.19,1.2,0
2018-03-31,80.16499999999999,63,25,0.01,0.0,0
2018-04-01,41.9,59,31,0.0,0.0,0
2018-04-02,34.906,49,24,0.02,0.1,0
2018-04-03,75.678,74,31,0.0,0.0,0
2018-04-04,114.364,65,30,0.0,0.0,0
2018-04-05,184.743,62,23,0.0,0.0,0
2018-04-06,142.745,65,37,0.0,0.0,0
2018-04-07,139.987,58,24,0.38,4.1,4
2018-04-08,63.331,50,22,0.02,0.1,0
2018-04-09,83.379,62,41,0.0,0.0,0
2018-04-10,137.389,57,33,0.04,0.0,0
2018-04-11,86.831,69,35,0.0,0.0,0
2018-04-12,161.519,76,52,0.0,0.0,0
2018-04-13,108.024,76,40,0.0,0.0,0
2018-04-14,211.762,69,35,0.01,0.0,0
2018-04-15,94.424,57,28,0.0,0.0,0
2018-04-16,93.339,59,28,0.0,0.0,0
2018-04-17,100.696,65,31,0.0,0.0,0
2018-04-18,118.075,69,43,0.0,0.0,0
2018-04-19,94.8,56,28,0.0,0.0,0
2018-04-20,123.814,61,27,0.0,0.0,0
2018-04-21,106.345,58,35,0.03,0.0,0
2018-04-22,73.921,46,32,0.37,0.7,0
2018-04-23,56.513,64,29,0.0,0.0,0
2018-04-24,84.89099999999999,71,35,0.0,0.0,0
2018-04-25,82.58200000000001,68,33,0.48,1.0,0
2018-04-26,110.691,66,27,0.0,0.0,0
2018-04-27,200.485,66,41,0.0,0.0,0
2018-04-28,145.247,72,34,0.0,0.0,0
2018-04-29,90.073,73,38,0.0,0.0,0
2018-04-30,102.739,81,47,0.0,0.0,0
2018-05-01,127.434,76,43,0.0,0.0,0
2018-05-02,100.454,67,45,0.0,0.0,0
2018-05-03,112.05,57,42,0.24,0.0,0
2018-05-04,184.589,53,38,1.44,0.0,0
2018-05-05,117.311,69,37,0.02,0.0,0
2018-05-06,134.29,75,47,0.0,0.0,0
2018-05-07,145.261,75,43,0.0,0.0,0
2018-05-08,72.889,82,46,0.0,0.0,0
2018-05-09,101.827,82,47,0.0,0.0,0
2018-05-10,85.825,76,46,0.0,0.0,0
2018-05-11,167.084,84,45,0.0,0.0,0
2018-05-12,154.791,84,49,0.0,0.0,0
2018-05-13,170.949,64,51,0.44,0.0,0
2018-05-14,86.11,57,49,0.28,0.0,0
2018-05-15,125.498,64,49,0.65,0.0,0
2018-05-16,179.488,71,41,0.01,0.0,0
2018-05-17,157.408,81,44,0.0,0.0,0
2018-05-18,112.831,78,42,0.0,0.0,0
2018-05-19,140.824,75,48,0.51,0.0,0
2018-05-20,74.895,53,44,0.39,0.0,0
2018-05-21,137.935,51,41,0.42,0.0,0
2018-05-22,128.765,75,40,0.01,0.0,0
2018-05-23,148.6,77,47,0.0,0.0,0
2018-05-24,228.358,74,46,0.04,0.0,0
2018-05-25,137.22,82,48,0.0,0.0,0
2018-05-26,192.133,86,48,0.0,0.0,0
2018-05-27,188.716,86,50,0.0,0.0,0
2018-05-28,66.914,80,54,0.0,0.0,0
2018-05-29,180.733,79,52,0.07,0.0,0
2018-05-30,155.45,73,49,0.0,0.0,0
2018-05-31,143.799,82,45,0.24,0.0,0
2018-06-01,128.578,87,50,0.0,0.0,0
2018-06-02,142.15800000000002,87,50,0.0,0.0,0
2018-06-03,139.953,79,48,0.0,0.0,0
2018-06-04,122.274,77,44,0.0,0.0,0
2018-06-05,143.179,90,51,0.0,0.0,0
2018-06-06,155.30100000000002,91,53,0.0,0.0,0
2018-06-07,111.409,84,53,0.0,0.0,0
2018-06-08,190.504,90,53,0.0,0.0,0
2018-06-09,147.389,91,51,0.0,0.0,0
2018-06-10,92.608,91,52,0.0,0.0,0
2018-06-11,150.136,94,54,0.0,0.0,0
2018-06-12,121.868,91,60,0.0,0.0,0
2018-06-13,187.467,82,49,0.0,0.0,0
2018-06-14,123.863,90,52,0.0,0.0,0
2018-06-15,116.346,95,56,0.0,0.0,0
2018-06-16,116.113,89,62,0.02,0.0,0
2018-06-17,54.924,84,57,0.26,0.0,0
2018-06-18,92.528,73,55,0.42,0.0,0
2018-06-19,187.779,73,55,0.52,0.0,0
2018-06-20,132.894,73,57,0.44,0.0,0
2018-06-21,99.181,76,48,0.0,0.0,0
2018-06-22,123.327,81,50,0.0,0.0,0
2018-06-23,151.419,86,53,0.01,0.0,0
2018-06-24,108.247,85,50,0.0,0.0,0
2018-06-25,163.558,85,54,0.02,0.0,0
2018-06-26,125.429,82,46,0.0,0.0,0
2018-06-27,131.867,97,51,0.0,0.0,0
2018-06-28,135.278,97,65,0.0,0.0,0
2018-06-29,138.265,98,57,0.0,0.0,0
2018-06-30,141.82,90,72,0.0,0.0,0
2018-07-01,112.167,79,53,0.13,0.0,0
2018-07-02,117.721,87,46,0.0,0.0,0
2018-07-03,35.357,92,51,0.0,0.0,0
2018-07-04,97.321,90,56,0.0,0.0,0
2018-07-05,88.30799999999999,87,55,0.0,0.0,0
2018-07-06,101.999,84,58,0.24,0.0,0
2018-07-07,82.697,87,53,0.0,0.0,0
2018-07-08,106.994,96,57,0.0,0.0,0
2018-07-09,100.655,96,60,0.0,0.0,0
2018-07-10,220.406,93,60,0.0,0.0,0
2018-07-11,121.209,97,57,0.0,0.0,0
2018-07-12,75.531,95,58,0.0,0.0,0
2018-07-13,74.565,92,61,0.05,0.0,0
2018-07-14,102.115,88,55,0.0,0.0,0
2018-07-15,96.305,94,57,0.0,0.0,0
2018-07-16,151.997,93,61,0.45,0.0,0
2018-07-17,123.808,85,54,0.02,0.0,0
2018-07-18,86.012,84,61,0.0,0.0,0
2018-07-19,158.893,94,60,0.0,0.0,0
2018-07-20,78.031,97,61,0.0,0.0,0
2018-07-21,182.7,94,60,0.0,0.0,0
2018-07-22,117.447,93,60,0.05,0.0,0
2018-07-23,120.525,94,63,0.11,0.0,0
2018-07-24,141.64,78,63,0.31,0.0,0
2018-07-25,169.395,86,57,0.11,0.0,0
2018-07-26,98.658,82,58,0.03,0.0,0
2018-07-27,131.949,81,55,0.07,0.0,0
2018-07-28,140.422,80,56,0.35,0.0,0
2018-07-29,108.193,77,56,0.01,0.0,0
2018-07-30,143.285,75,52,0.04,0.0,0
2018-07-31,172.116,77,51,0.0,0.0,0
2018-08-01,118.379,84,48,0.0,0.0,0
2018-08-02,168.165,85,52,0.0,0.0,0
2018-08-03,196.872,91,53,0.0,0.0,0
2018-08-04,83.46600000000001,86,65,0.01,0.0,0
2018-08-05,69.67699999999999,86,63,0.0,0.0,0
2018-08-06,125.541,86,61,0.01,0.0,0
2018-08-07,146.095,83,57,0.0,0.0,0
2018-08-08,113.035,88,54,0.0,0.0,0
2018-08-09,145.962,84,53,0.0,0.0,0
2018-08-10,146.657,90,55,0.0,0.0,0
2018-08-11,127.24,89,55,0.0,0.0,0
2018-08-12,195.376,92,53,0.0,0.0,0
2018-08-13,113.723,90,52,0.0,0.0,0
2018-08-14,89.403,90,51,0.0,0.0,0
2018-08-15,195.131,84,55,0.01,0.0,0
2018-08-16,169.67,88,54,0.04,0.0,0
2018-08-17,189.589,88,54,0.0,0.0,0
2018-08-18,95.974,87,57,0.0,0.0,0
2018-08-19,57.146,85,56,0.0,0.0,0
2018-08-20,178.54399999999998,79,51,0.16,0.0,0
2018-08-21,180.123,77,47,0.0,0.0,0
2018-08-22,215.102,76,51,0.0,0.0,0
2018-08-23,220.954,80,55,0.01,0.0,0
2018-08-24,209.496,89,56,0.0,0.0,0
2018-08-25,149.436,89,56,0.0,0.0,0
2018-08-26,82.723,90,60,0.0,0.0,0
2018-08-27,147.446,94,56,0.0,0.0,0
2018-08-28,155.187,90,64,0.0,0.0,0
2018-08-29,146.43,86,49,0.0,0.0,0
2018-08-30,102.392,90,46,0.0,0.0,0
2018-08-31,160.541,90,56,0.0,0.0,0
2018-09-01,71.117,89,59,0.0,0.0,0
2018-09-02,96.751,81,54,0.0,0.0,0
2018-09-03,121.691,80,51,0.0,0.0,0
2018-09-04,196.063,80,54,0.0,0.0,0
2018-09-05,88.227,83,51,0.0,0.0,0
2018-09-06,106.784,76,54,0.96,0.0,0
2018-09-07,198.333,73,48,0.05,0.0,0
2018-09-08,133.447,78,48,0.0,0.0,0
2018-09-09,156.028,81,48,0.0,0.0,0
2018-09-10,171.024,87,54,0.0,0.0,0
2018-09-11,114.604,88,52,0.0,0.0,0
2018-09-12,154.918,91,55,0.0,0.0,0
2018-09-13,151.725,91,55,0.0,0.0,0
2018-09-14,152.079,94,59,0.0,0.0,0
2018-09-15,127.469,92,55,0.0,0.0,0
2018-09-16,118.532,93,52,0.0,0.0,0
2018-09-17,77.527,91,58,0.0,0.0,0
2018-09-18,113.713,92,60,0.0,0.0,0
2018-09-19,106.434,90,55,0.0,0.0,0
2018-09-20,165.499,83,57,0.0,0.0,0
2018-09-21,148.672,83,57,0.01,0.0,0
2018-09-22,94.547,77,51,0.0,0.0,0
2018-09-23,132.138,86,43,0.0,0.0,0
2018-09-24,223.984,88,52,0.0,0.0,0
2018-09-25,112.809,82,51,0.0,0.0,0
2018-09-26,215.36,71,44,0.0,0.0,0
2018-09-27,194.512,72,36,0.0,0.0,0
2018-09-28,219.748,80,45,0.0,0.0,0
2018-09-29,127.026,64,42,0.0,0.0,0
2018-09-30,110.033,84,37,0.0,0.0,0
2018-10-01,152.538,73,40,0.0,0.0,0
2018-10-02,119.253,67,39,0.0,0.0,0
2018-10-03,235.891,82,48,0.0,0.0,0
2018-10-04,171.041,85,61,0.0,0.0,0
2018-10-05,177.346,74,43,0.03,0.0,0
2018-10-06,192.513,74,41,0.15,0.0,0
2018-10-07,138.701,54,39,0.03,0.0,0
2018-10-08,130.17,51,39,0.05,0.0,0
2018-10-09,224.238,44,37,0.78,0.0,0
2018-10-10,189.421,38,34,0.26,0.0,0
2018-10-11,285.12,38,30,0.33,0.9,0
2018-10-12,297.353,41,31,0.09,0.0,0
2018-10-13,153.755,63,31,0.0,0.0,0
2018-10-14,36.773,66,34,0.0,0.0,0
2018-10-15,178.578,54,20,0.68,8.9,7
2018-10-16,295.121,47,13,0.0,0.0,2
2018-10-17,155.579,58,26,0.0,0.0,0
2018-10-18,163.573,62,31,0.0,0.0,0
2018-10-19,236.634,68,31,0.0,0.0,0
2018-10-20,121.713,69,47,0.0,0.0,0
2018-10-21,132.497,70,34,0.0,0.0,0
2018-10-22,141.0,78,38,0.0,0.0,0
2018-10-23,86.791,72,41,0.0,0.0,0
2018-10-24,256.271,64,42,0.0,0.0,0
2018-10-25,218.644,65,44,0.0,0.0,0
2018-10-26,181.268,69,40,0.0,0.0,0
2018-10-27,171.958,71,39,0.0,0.0,0
2018-10-28,118.751,76,50,0.0,0.0,0
2018-10-29,163.324,78,36,0.0,0.0,0
2018-10-30,212.047,79,50,0.0,0.0,0
2018-10-31,352.152,66,33,0.1,0.1,0
2018-11-01,282.841,49,32,0.18,0.2,0
2018-11-02,174.14,57,31,0.0,0.0,0
2018-11-03,190.41,64,31,0.0,0.0,0
2018-11-04,105.874,58,38,0.13,0.0,0
2018-11-05,202.288,57,27,0.0,0.0,0
2018-11-06,157.601,54,36,0.0,0.0,0
2018-11-07,240.909,52,31,0.0,0.0,0
2018-11-08,202.702,44,23,0.0,0.0,0
2018-11-09,260.837,40,21,0.0,0.0,0
2018-11-10,167.016,42,17,0.0,0.0,0
2018-11-11,164.873,58,28,0.0,0.0,0
2018-11-12,128.237,42,22,0.64,12.6,11
2018-11-13,216.788,30,12,0.06,1.6,7
2018-11-14,341.852,51,11,0.0,0.0,3
2018-11-15,167.017,61,27,0.0,0.0,3
2018-11-16,242.254,64,37,0.0,0.0,0
2018-11-17,116.151,65,29,0.0,0.0,0
2018-11-18,107.14,49,22,0.31,1.7,2
2018-11-19,308.222,47,12,0.05,0.5,1
2018-11-20,114.511,49,24,0.0,0.0,1
2018-11-21,128.561,57,21,0.0,0.0,0
2018-11-22,64.099,62,27,0.0,0.0,0
2018-11-23,94.894,62,29,0.0,0.0,0
2018-11-24,106.879,51,34,0.0,0.0,0
2018-11-25,60.826,58,27,0.0,0.0,0
2018-11-26,254.624,46,20,0.0,0.0,0
2018-11-27,141.978,54,19,0.0,0.0,0
2018-11-28,176.578,58,28,0.0,0.0,0
2018-11-29,232.494,59,44,0.0,0.0,0
2018-11-30,255.898,52,31,0.0,0.0,0
2018-12-01,182.948,36,24,0.0,0.0,0
2018-12-02,219.952,47,22,0.0,0.0,0
2018-12-03,237.244,38,15,0.0,0.0,0
2018-12-04,205.435,34,21,0.16,2.5,1
2018-12-05,212.221,40,13,0.0,0.0,1
2018-12-06,216.847,48,13,0.0,0.0,1
2018-12-07,376.283,32,17,0.04,0.5,1
2018-12-08,229.158,44,16,0.0,0.0,0
2018-12-09,256.704,49,19,0.0,0.0,0
2018-12-10,231.152,47,21,0.0,0.0,0
2018-12-11,267.634,54,18,0.0,0.0,0
2018-12-12,255.523,57,32,0.0,0.0,0
2018-12-13,321.472,55,26,0.0,0.0,0
2018-12-14,263.087,47,19,0.0,0.0,0
2018-12-15,156.788,55,23,0.0,0.0,0
2018-12-16,131.178,56,22,0.0,0.0,0
2018-12-17,238.754,59,28,0.0,0.0,0
2018-12-18,332.845,59,26,0.0,0.0,0
2018-12-19,456.607,57,31,0.0,0.0,0
2018-12-20,309.483,50,35,0.0,0.0,0
2018-12-21,368.906,48,21,0.0,0.0,0
2018-12-22,128.252,63,25,0.0,0.0,0
2018-12-23,268.075,50,25,0.01,0.0,0
2018-12-24,138.952,50,15,0.0,0.0,0
2018-12-25,57.609,50,26,0.0,0.0,0
2018-12-26,122.241,44,22,0.0,0.0,0
2018-12-27,212.538,40,17,0.0,0.1,0
2018-12-28,211.486,34,18,0.0,0.0,0
2018-12-29,118.31,23,13,0.0,0.0,0
2018-12-30,105.921,37,5,0.0,0.0,0
2018-12-31,148.549,50,21,0.0,0.0,0
2019-01-01,92.614,42,9,0.13,2.6,3
2019-01-02,146.599,13,2,0.03,0.6,2
2019-01-03,211.377,41,1,0.0,0.0,2
2019-01-04,182.556,56,22,0.0,0.0,1
2019-01-05,143.206,61,17,0.0,0.0,0
2019-01-06,176.258,60,32,0.0,0.0,0
2019-01-07,250.483,57,30,0.0,0.0,0
2019-01-08,180.691,51,34,0.0,0.0,0
2019-01-09,325.213,46,23,0.0,0.0,0
2019-01-10,232.112,50,23,0.0,0.0,0
2019-01-11,213.007,58,29,0.0,0.0,0
2019-01-12,135.764,45,32,0.63,1.9,2
2019-01-13,176.142,39,29,0.14,1.4,2
2019-01-14,277.524,41,18,0.0,0.0,2
2019-01-15,280.076,51,17,0.0,0.0,1
2019-01-16,302.215,51,23,0.0,0.0,1
2019-01-17,246.566,53,29,0.0,0.0,0
2019-01-18,225.574,57,32,0.0,0.0,0
2019-01-19,187.455,50,31,0.22,1.5,1
2019-01-20,150.899,51,20,0.0,0.0,0
2019-01-21,119.411,54,35,0.0,0.0,0
2019-01-22,181.854,51,23,0.0,0.0,0
2019-01-23,268.233,44,23,0.17,2.2,2
2019-01-24,236.798,45,15,0.0,0.0,1
2019-01-25,404.82,37,19,0.18,2.9,3
2019-01-26,260.809,41,13,0.0,0.0,2
2019-01-27,147.98,48,21,0.0,0.0,2
2019-01-28,261.714,53,31,0.0,0.0,0
2019-01-29,326.282,49,18,0.2,4.0,4
2019-01-30,358.096,32,7,0.0,0.0,2
2019-01-31,393.175,49,7,0.0,0.0,2
2019-02-01,330.697,50,23,0.0,0.0,1
2019-02-02,260.01,59,24,0.0,0.0,0
2019-02-03,130.66,59,30,0.0,0.0,0
2019-02-04,237.225,63,36,0.0,0.0,0
2019-02-05,283.394,54,37,0.0,0.0,0
2019-02-06,161.32999999999998,47,16,0.0,0.0,0
2019-02-07,343.206,37,12,0.29,5.7,5
2019-02-08,321.551,20,-9,0.08,1.8,5
2019-02-09,217.838,33,-4,0.0,0.0,4
2019-02-10,236.35,44,11,0.0,0.0,3
2019-02-11,254.25,32,18,0.0,0.0,3
2019-02-12,287.476,36,9,0.0,0.0,2
2019-02-13,279.502,50,19,0.0,0.0,1
2019-02-14,303.575,57,31,0.0,0.0,0
2019-02-15,409.217,56,36,0.0,0.0,0
2019-02-16,172.069,57,21,0.01,0.1,0
2019-02-17,115.907,52,18,0.0,0.0,0
2019-02-18,199.973,36,21,0.0,0.0,0
2019-02-19,329.215,25,7,0.12,4.2,2
2019-02-20,314.516,20,12,0.06,0.6,2
2019-02-21,280.068,35,7,0.0,0.0,0
2019-02-22,221.498,34,10,0.0,0.0,0
2019-02-23,169.814,29,20,0.06,1.1,1
2019-02-24,138.721,41,15,0.11,1.0,1
2019-02-25,228.457,47,28,0.0,0.0,0
2019-02-26,246.715,54,15,0.0,0.0,0
2019-02-27,259.526,52,20,0.0,0.0,0
2019-02-28,256.302,45,15,0.01,0.1,0
2019-03-01,236.736,55,29,0.0,0.0,0
2019-03-02,156.66,0,0,0.0,0.0,0
2019-03-03,183.383,54,28,0.0,0.0,0
2019-03-04,282.962,40,14,0.14,3.0,3
2019-03-05,317.335,14,-2,0.38,4.5,6
2019-03-06,174.355,22,-5,0.01,0.1,4
2019-03-07,229.403,32,3,0.0,0.0,4
2019-03-08,218.226,43,15,0.0,0.0,3
2019-03-09,193.455,53,26,0.09,0.1,0
2019-03-10,156.203,46,25,0.0,0.0,0
2019-03-11,169.588,50,28,0.1,0.0,0
2019-03-12,153.834,49,22,0.0,0.0,0
2019-03-13,27.123,53,25,0.0,0.0,0
2019-03-14,120.718,59,29,0.0,0.0,0
2019-03-15,211.001,54,29,1.3,3.1,3
2019-03-16,271.964,36,25,0.0,0.0,2
2019-03-17,177.725,49,14,0.0,0.0,0
2019-03-18,332.139,51,23,0.0,0.0,0
2019-03-19,314.623,54,23,0.0,0.0,0
2019-03-20,376.424,49,28,0.0,0.0,0
2019-03-21,249.68,49,28,0.0,0.0,0
2019-03-22,327.036,60,21,0.0,0.0,0
2019-03-23,111.358,59,30,0.0,0.0,0
2019-03-24,219.794,57,33,0.06,0.0,0
2019-03-25,248.003,52,33,0.04,0.0,0
2019-03-26,237.245,58,28,0.0,0.0,0
2019-03-27,157.736,60,30,0.0,0.0,0
2019-03-28,93.15,70,31,0.0,0.0,0
2019-03-29,164.888,74,41,0.0,0.0,0
2019-03-30,138.206,64,35,0.0,0.0,0
2019-03-31,115.083,54,36,0.27,0.0,0
2019-04-01,279.879,42,26,0.44,5.4,0
2019-04-02,325.042,51,26,0.0,0.0,0
2019-04-03,246.004,59,27,0.0,0.0,0
2019-04-04,175.721,55,33,0.0,0.0,0
2019-04-05,253.085,58,33,0.0,0.0,0
2019-04-06,164.919,65,34,0.0,0.0,0
2019-04-07,165.357,69,33,0.0,0.0,0
2019-04-08,259.836,70,40,0.0,0.0,0
2019-04-09,227.892,70,41,0.0,0.0,0
2019-04-10,137.726,76,45,0.0,0.0,0
2019-04-11,141.965,78,44,0.0,0.0,0
2019-04-12,261.928,73,25,0.54,2.7,3
2019-04-13,234.315,43,16,0.24,2.5,1
2019-04-14,302.685,43,25,0.0,0.0,0
2019-04-15,224.216,48,28,0.1,0.8,0
2019-04-16,267.127,65,26,0.0,0.0,0
2019-04-17,228.716,72,43,0.0,0.0,0
2019-04-18,261.623,71,38,0.0,0.0,0
2019-04-19,246.548,64,40,0.0,0.0,0
2019-04-20,180.518,63,44,0.0,0.0,0
2019-04-21,83.33,72,35,0.0,0.0,0
2019-04-22,183.778,79,47,0.0,0.0,0
2019-04-23,240.532,71,46,0.19,0.0,0
2019-04-24,147.222,48,38,0.32,0.0,0
2019-04-25,205.627,65,40,0.0,0.0,0
2019-04-26,271.731,72,40,0.0,0.0,0
2019-04-27,294.773,70,41,0.0,0.0,0
2019-04-28,146.473,74,38,0.0,0.0,0
2019-04-29,215.096,66,42,0.02,0.0,0
2019-04-30,230.12,76,41,0.0,0.0,0
2019-05-01,204.663,57,29,0.12,1.4,1
2019-05-02,196.208,37,29,0.34,2.8,1
2019-05-03,189.432,45,33,0.11,0.0,0
2019-05-04,239.048,59,32,0.14,0.0,0
2019-05-05,199.175,68,35,0.0,0.0,0
2019-05-06,275.163,70,36,0.0,0.0,0
2019-05-07,180.82,75,44,0.0,0.0,0
2019-05-08,279.049,71,43,0.0,0.0,0
2019-05-09,200.789,61,43,0.34,0.0,0
2019-05-10,297.702,49,38,0.6,0.0,0
2019-05-11,158.761,39,31,0.52,2.3,0
2019-05-12,189.74,52,34,0.0,0.0,0
2019-05-13,247.168,64,32,0.0,0.0,0
2019-05-14,373.896,71,34,0.0,0.0,0
2019-05-15,342.974,78,44,0.0,0.0,0
2019-05-16,301.071,82,47,0.0,0.0,0
2019-05-17,271.043,79,46,0.0,0.0,0
2019-05-18,201.829,81,52,0.0,0.0,0
2019-05-19,188.273,71,48,0.1,0.0,0
2019-05-20,302.417,65,37,0.0,0.0,0
2019-05-21,310.545,62,36,0.01,0.0,0
2019-05-22,237.653,46,35,0.39,0.0,0
2019-05-23,369.513,43,31,0.89,5.1,2
2019-05-24,276.424,47,32,0.04,0.0,0
2019-05-25,247.072,45,37,0.32,0.0,0
